,Unnamed: 0,Seat,Constituency_title,Candidate_Name,Party,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout,Election
18328,13828,Bahawalnagar-III,NA-168,Ehsan Ul Haq Bajwa,PAKISTAN MUSLIM LEAGUE (N),124218,227221,4212,231433,402412,56.51%,2018
18329,13829,Bahawalnagar-III,NA-168,Abdul Majeed,PPPP,2765, , , , ,56.51%,2018
18330,13830,Bahawalnagar-III,NA-168,Tariq Aziz,PAK SARZAMEEN PARTY,614, , , , ,56.51%,2018
18331,13831,Bahawalnagar-III,NA-168,Muhammad Ijaz Ul Haq,IND,4973, , , , ,56.51%,2018
18332,13832,Bahawalnagar-III,NA-168,Zafar Iqbal Chaudhary,IND,9262, , , , ,56.51%,2018
18333,13833,Bahawalnagar-III,NA-168,Fatima Tahir Cheema,PTI,74517, , , , ,56.51%,2018
18334,13834,Bahawalnagar-III,NA-168,Zaheer ilyas,PAKISTAN AWAMI RAJ,670, , , , ,56.51%,2018
18335,13835,Bahawalnagar-III,NA-168,Kashif Sana,IND,648, , , , ,56.51%,2018
18336,13836,Bahawalnagar-III,NA-168,Khalil Ur Rehman,TEHREEK-E-LABBAIK PAKISTAN,9554, , , , ,56.51%,2018
18337,13837,Bahawalnagar-IV,NA-169,NOOR UL HASSAN TANVIR,PAKISTAN MUSLIM LEAGUE (N),91763,242832,4949,247781,410644,60.34%,2018
18338,13838,Bahawalnagar-IV,NA-169,ABRAR AZAM,PAKISTAN PEOPLES PARTY (SHAHEED BHUTTO),474, , , , ,60.34%,2018
18339,13839,Bahawalnagar-IV,NA-169,AHMAD KHAN KAMOKA,TEHREEK-E-LABBAIK PAKISTAN,17894, , , , ,60.34%,2018
18340,13840,Bahawalnagar-IV,NA-169,Ghulam Murtaza,IND,3752, , , , ,60.34%,2018
18341,13841,Bahawalnagar-IV,NA-169,ISHRAT MANZOOR,MUTTAHIDA MAJLIS-E-AMAL PAKISTAN,1529, , , , ,60.34%,2018
18342,13842,Bahawalnagar-IV,NA-169,Khadija Khanam,IND,2031, , , , ,60.34%,2018
18343,13843,Bahawalnagar-IV,NA-169,Muhammad Anwar,IND,359, , , , ,60.34%,2018
18344,13844,Bahawalnagar-IV,NA-169,Muhammad Ijaz Ul Haq,PAKISTAN MUSLIM LEAGUE (F),72461, , , , ,60.34%,2018
18345,13845,Bahawalnagar-IV,NA-169,MUHAMMAD ISMAIL,AMUN TARAQQI PARTY,87, , , , ,60.34%,2018
18346,13846,Bahawalnagar-IV,NA-169,MUHAMMAD YOUSAF GOURI,ALL PAKISTAN MUSLIM LEAGUE,432, , , , ,60.34%,2018
18347,13847,Bahawalnagar-IV,NA-169,SHOUKAT MEHMOOD,IND,52050, , , , ,60.34%,2018
18348,13848,Bahawalpur-I,NA-170,MUHAMMAD FAROOQ AZAM MALIK,PTI,84495,185464,3112,188576,360608,52.29%,2018
18349,13849,Bahawalpur-I,NA-170,ALAMGIR MANSHA,IND,116, , , , ,52.29%,2018
18350,13850,Bahawalpur-I,NA-170,MEHMOOD UL HASSAN,TEHREEK-E-LABBAIK PAKISTAN,5241, , , , ,52.29%,2018
18351,13851,Bahawalpur-I,NA-170,MIAN SHAHID IQBAL,IND,40, , , , ,52.29%,2018
18352,13852,Bahawalpur-I,NA-170,MUHAMMAD ANWAR,IND,145, , , , ,52.29%,2018
18353,13853,Bahawalpur-I,NA-170,MUHAMMAD BALIGH UR REHMAN,PAKISTAN MUSLIM LEAGUE (N),74694, , , , ,52.29%,2018
18354,13854,Bahawalpur-I,NA-170,MUHAMMAD USMAN FAROOQ,IND,125, , , , ,52.29%,2018
18355,13855,Bahawalpur-I,NA-170,NAHEED MALIK,IND,45, , , , ,52.29%,2018
18356,13856,Bahawalpur-I,NA-170,SHAZIA NOUREEN,ALL PAKISTAN MUSLIM LEAGUE,511, , , , ,52.29%,2018
18357,13857,Bahawalpur-I,NA-170,SYED IRFAN AHMED GARDEZI,PPPP,5039, , , , ,52.29%,2018
18358,13858,Bahawalpur-I,NA-170,SYED WASEEM AKHTAR,MUTTAHIDA MAJLIS-E-AMAL PAKISTAN,14821, , , , ,52.29%,2018
18359,13859,Bahawalpur-I,NA-170,SYED ZEESHAN AKHTER,IND,192, , , , ,52.29%,2018
18360,13860,Bahawalpur-II,NA-171,Mian Riaz Hussain Pirzada,PAKISTAN MUSLIM LEAGUE (N),99202,236452,6255,242707,404823,59.95%,2018
18361,13861,Bahawalpur-II,NA-171,Choudhary Tariq Bashir Cheema,IND,23012, , , , ,59.95%,2018
18362,13862,Bahawalpur-II,NA-171,Khan Khuda Yar Khan,TEHREEK-E-LABBAIK PAKISTAN,7418, , , , ,59.95%,2018
18363,13863,Bahawalpur-II,NA-171,Hafiz Khair Muhammad,MUTTAHIDA MAJLIS-E-AMAL PAKISTAN,1776, , , , ,59.95%,2018
18364,13864,Bahawalpur-II,NA-171,choudhary Naeem ud Din Warraich,PTI,88297, , , , ,59.95%,2018
18365,13865,Bahawalpur-II,NA-171,Syed Salman Ahmad Gardezi,PPPP,15738, , , , ,59.95%,2018
18366,13866,Bahawalpur-II,NA-171,Aleem Ullah Warraich,IND,979, , , , ,59.95%,2018
18367,13867,Bahawalpur-III,NA-172,Chaudhary Tariq Bashir Cheema,PAKISTAN MUSLIM LEAGUE,106383,224681,4594,229275,357821,64.08%,2018
18368,13868,Bahawalpur-III,NA-172,Aleem Ullah Warraich,IND,620, , , , ,64.08%,2018
18369,13869,Bahawalpur-III,NA-172,Farzana Rauf,IND,744, , , , ,64.08%,2018
18370,13870,Bahawalpur-III,NA-172,Hamid Sufyan,PPPP,5783, , , , ,64.08%,2018
18371,13871,Bahawalpur-III,NA-172,Saud Majeed,PAKISTAN MUSLIM LEAGUE (N),101971, , , , ,64.08%,2018
18372,13872,Bahawalpur-III,NA-172,Zulfiqar Ali,TEHREEK-E-LABBAIK PAKISTAN,9180, , , , ,64.08%,2018
18373,13873,Bahawalpur-IV,NA-173,MIAN NAJEEB UD DIN AWAISI,PAKISTAN MUSLIM LEAGUE (N),86142,210049,8413,218462,389937,56.02%,2018
18374,13874,Bahawalpur-IV,NA-173,KHADEEJA AAMIR,PTI,60211, , , , ,56.02%,2018
18375,13875,Bahawalpur-IV,NA-173,MAKHDOOM SYED ALI HASSAN GILLANI,PPPP,44892, , , , ,56.02%,2018
18376,13876,Bahawalpur-IV,NA-173,MALIK YASIR YAR WARAN,IND,6664, , , , ,56.02%,2018
18377,13877,Bahawalpur-IV,NA-173,MUHAMMAD JAMIL,IND,2698, , , , ,56.02%,2018
18378,13878,Bahawalpur-IV,NA-173,RUKHSANA JABEEN,TEHREEK-E-LABBAIK PAKISTAN,6039, , , , ,56.02%,2018
18379,13879,Bahawalpur-IV,NA-173,Sahibzada Shahzain Abbasi,IND,3403, , , , ,56.02%,2018
18380,13880,Bahawalpur-V,NA-174,Makhdoom Syed Sami ul Hassan Gillani,PTI,63884,187100,6925,194025,368433,52.68%,2018
18381,13881,Bahawalpur-V,NA-174,ARIF AZIZ SHEIKH,IND,2720, , , , ,52.68%,2018
18382,13882,Bahawalpur-V,NA-174,Makhdoom Syed Ali Hassan Gillani,PPPP,51359, , , , ,52.68%,2018
18383,13883,Bahawalpur-V,NA-174,MALIK KHALID MEHMOOD BABAR,IND,7571, , , , ,52.68%,2018
18384,13884,Bahawalpur-V,NA-174,MUHAMMAD SALEEM MUGHAL,IND,791, , , , ,52.68%,2018
18385,13885,Bahawalpur-V,NA-174,PRINCE BAHAWAL ABBAS ABBASI,IND,58092, , , , ,52.68%,2018
18386,13886,Bahawalpur-V,NA-174,RAHEEM BAKHSH,IND,1294, , , , ,52.68%,2018
18387,13887,Bahawalpur-V,NA-174,Sajid Hussain,PAKISTAN QUAMI YAKJEHTI PARTY,575, , , , ,52.68%,2018
18388,13888,Bahawalpur-V,NA-174,SHEHREEN ARSHAD,IND,814, , , , ,52.68%,2018
18389,13889,RahimYar,NA-175,Syed Mobeen Ahmed,PTI,96967,236534,6210,242744,429706,56.49%,2018
18390,13890,RahimYar,NA-175,Khawaja Muhammad Asgher Koreja,IND,4510, , , , ,56.49%,2018
18391,13891,RahimYar,NA-175,Muhammad Zubair,IND,774, , , , ,56.49%,2018
18392,13892,RahimYar,NA-175,Ghulam Mustafa Sabar,MUTTAHIDA MAJLIS-E-AMAL PAKISTAN,1588, , , , ,56.49%,2018
18393,13893,RahimYar,NA-175,Syed Hamid Saeed Kazmi,IND,39357, , , , ,56.49%,2018
18394,13894,RahimYar,NA-175,Mian Faiz Ul Hassan,IND,444, , , , ,56.49%,2018
18395,13895,RahimYar,NA-175,Khawaja Ghulam Rasool Kureja,PPPP,89113, , , , ,56.49%,2018
18396,13896,RahimYar,NA-175,Nazia Parveen,TEHREEK-E-LABBAIK PAKISTAN,1685, , , , ,56.49%,2018
18397,13897,RahimYar,NA-175,Muhammad Ilyas,IND,2096, , , , ,56.49%,2018
18398,13898,RahimYar,NA-176,SHEIKH FAYYAZ UD DIN,PAKISTAN MUSLIM LEAGUE (N),78536,211149,5080,216229,394282,54.84%,2018
18399,13899,RahimYar,NA-176,MIAN ABDUS SATTAR,IND,191, , , , ,54.84%,2018
18400,13900,RahimYar,NA-176,Hafiz Muhammad Tahir Zeeshan,IND,1146, , , , ,54.84%,2018
18401,13901,RahimYar,NA-176,CHAUDHRY MUHAMMAD AKMAL SIDDIQUE,IND,333, , , , ,54.84%,2018
18402,13902,RahimYar,NA-176,SYED TANVIR HUSSAIN,PPPP,39949, , , , ,54.84%,2018
18403,13903,RahimYar,NA-176,MUHAMMAD MAJEED,PAKISTAN SUPREME DEMOCRATIC,708, , , , ,54.84%,2018
18404,13904,RahimYar,NA-176,MUHAMMAD AZHAR,IND,23534, , , , ,54.84%,2018
18405,13905,RahimYar,NA-176,JUNAID RIAZ,IND,547, , , , ,54.84%,2018
18406,13906,RahimYar,NA-176,AMMAD UD DIN,IND,5020, , , , ,54.84%,2018
18407,13907,RahimYar,NA-176,SYED MUHAMMAD ABID SHAH,IND,348, , , , ,54.84%,2018
18408,13908,RahimYar,NA-176,CHAUDHRY MUHAMMAD EJAZ SHAFI,IND,977, , , , ,54.84%,2018
18409,13909,RahimYar,NA-176,MIAN GHOUS MUHAMMAD,PTI,59860, , , , ,54.84%,2018
18410,13910,RahimYar,NA-177,Makhdoom Khusro Bukhtyar,PTI,100768,216718,7118,223836,409141,54.71%,2018
18411,13911,RahimYar,NA-177,Nazir Ahmed,IND,4097, , , , ,54.71%,2018
18412,13912,RahimYar,NA-177,Makhdoom Imad ud Din Hashmi,IND,3304, , , , ,54.71%,2018
18413,13913,RahimYar,NA-177,Ghulam Kibria,MUTTAHIDA MAJLIS-E-AMAL PAKISTAN,2091, , , , ,54.71%,2018
18414,13914,RahimYar,NA-177,Rukhsana Kousar,TEHREEK-E-LABBAIK PAKISTAN,3298, , , , ,54.71%,2018
18415,13915,RahimYar,NA-177,Makhdoom Tahir Rashid ud Din,IND,298, , , , ,54.71%,2018
18416,13916,RahimYar,NA-177,Makhdoom Moeen ud Din Ali,PAKISTAN MUSLIM LEAGUE (N),31842, , , , ,54.71%,2018
18417,13917,RahimYar,NA-177,Sardar Muhammad Nawaz Khan,IND,2710, , , , ,54.71%,2018
18418,13918,RahimYar,NA-177,Muhammad Ahsan Abid,IND,309, , , , ,54.71%,2018
18419,13919,RahimYar,NA-177,Jamshed Ahmed,PAKISTAN AWAMI RAJ,2118, , , , ,54.71%,2018
18420,13920,RahimYar,NA-177,Makhdoom Shahab ud Din,PPPP,64645, , , , ,54.71%,2018
18421,13921,RahimYar,NA-177,Syed Ibrar Hussain Shah,IND,1238, , , , ,54.71%,2018
18422,13922,RahimYar,NA-178,SYED MUSTAFA MAHMUD,PPPP,93044,197373,6934,204307,363566,56.20%,2018
18423,13923,RahimYar,NA-178,Muhammad Safder Khan Laghari,IND,3960, , , , ,56.20%,2018
18424,13924,RahimYar,NA-178,MUHAMMAD TARIQ,PAKISTAN MUSLIM LEAGUE (N),50723, , , , ,56.20%,2018
18425,13925,RahimYar,NA-178,RAIS MUHAMMAD MAHBOOB AHMED,PTI,49646, , , , ,56.20%,2018
18426,13926,RahimYar,NA-179,JAVED IQBAL,PTI,110827,249334,4009,253343,442531,57.25%,2018
18427,13927,RahimYar,NA-179,QAMAR JAVED,IND,1872, , , , ,57.25%,2018
18428,13928,RahimYar,NA-179,NOOR AHMAD SIALL,MUTTAHIDA MAJLIS-E-AMAL PAKISTAN,3848, , , , ,57.25%,2018
18429,13929,RahimYar,NA-179,AZAM SHABBIR,IND,257, , , , ,57.25%,2018
18430,13930,RahimYar,NA-179,ALI AHMED SHAH,TEHREEK-E-LABBAIK ISLAM,501, , , , ,57.25%,2018
18431,13931,RahimYar,NA-179,MUHAMMAD AAMIR SHAHBAZ,PPPP,35709, , , , ,57.25%,2018
18432,13932,RahimYar,NA-179,ABDUL RASHEED AHMAD,PAKISTAN TEHREEK-E-INSAF NAZRIATI,111, , , , ,57.25%,2018
18433,13933,RahimYar,NA-179,MIAN IMTIAZ AHMAD,PAKISTAN MUSLIM LEAGUE (N),88795, , , , ,57.25%,2018
18434,13934,RahimYar,NA-179,HAFIZA FARAH NAZ,TEHREEK-E-LABBAIK PAKISTAN,3218, , , , ,57.25%,2018
18435,13935,RahimYar,NA-179,Shahid Hameed,ALLAH-O-AKBAR TEHREEK,2002, , , , ,57.25%,2018
18436,13936,RahimYar,NA-179,Javed Iqbal,IND,1848, , , , ,57.25%,2018
18437,13937,RahimYar,NA-179,SAJID IQBAL,IND,346, , , , ,57.25%,2018
18438,13938,RahimYar,NA-180,Syed Murtaza Mahmud,PPPP,71988,220665,6957,227640,386772,58.86%,2018
18439,13939,RahimYar,NA-180,Chaudhary Muhammad Shafique Anwar,IND,123, , , , ,58.86%,2018
18440,13940,RahimYar,NA-180,Hafiz Asif Rasheed,IND,426, , , , ,58.86%,2018
18441,13941,RahimYar,NA-180,Muhammad Akram,PAKISTAN TEHREEK-E-INSAF NAZRIATI,855, , , , ,58.86%,2018
18442,13942,RahimYar,NA-180,Muhammad Arshad,IND,624, , , , ,58.86%,2018
18443,13943,RahimYar,NA-180,MUHAMMAD ARSHAD KHAN LEGHARI,PAKISTAN MUSLIM LEAGUE (N),54990, , , , ,58.86%,2018
18444,13944,RahimYar,NA-180,MUHAMMAD SAFDAR KHAN LEGHARI,IND,703, , , , ,58.86%,2018
18445,13945,RahimYar,NA-180,NADEEM ABBAS CHEEMA,IND,37145, , , , ,58.86%,2018
18446,13946,RahimYar,NA-180,Nazim Hussain Saeed,TEHREEK-E-LABBAIK PAKISTAN,4709, , , , ,58.86%,2018
18447,13947,RahimYar,NA-180,SAGHEER ABBAS,IND,1035, , , , ,58.86%,2018
18448,13948,RahimYar,NA-180,Sardar Rafique Haider khan Laghari,PTI,46517, , , , ,58.86%,2018
18449,13949,RahimYar,NA-180,Tahir Ali,ALLAH-O-AKBAR TEHREEK,1550, , , , ,58.86%,2018
18450,13950,Muzaffargarh-I,NA-181,Muhammad Shabbir Ali,IND,64012,197827,6515,204342,326617,62.56%,2018
18451,13951,Muzaffargarh-I,NA-181,Ahmad Yar,IND,1044, , , , ,62.56%,2018
18452,13952,Muzaffargarh-I,NA-181,Benazir Fatima,ALLAH-O-AKBAR TEHREEK,1314, , , , ,62.56%,2018
18453,13953,Muzaffargarh-I,NA-181,Farooq ur Rehman,IND,740, , , , ,62.56%,2018
18454,13954,Muzaffargarh-I,NA-181,Iftikhar Ali,PAKISTAN NATIONAL MUSLIM LEAGUE,199, , , , ,62.56%,2018
18455,13955,Muzaffargarh-I,NA-181,Ihsan ul Haq Ahsan,PPPP,19599, , , , ,62.56%,2018
18456,13956,Muzaffargarh-I,NA-181,Khalida Perveen,IND,604, , , , ,62.56%,2018
18457,13957,Muzaffargarh-I,NA-181,Malik Ghulam Mustafa Khar,PTI,48858, , , , ,62.56%,2018
18458,13958,Muzaffargarh-I,NA-181,Malik Sulatan Mehmood,IND,54253, , , , ,62.56%,2018
18459,13959,Muzaffargarh-I,NA-181,Muhammad Ashraf khan Rind,IND,3817, , , , ,62.56%,2018
18460,13960,Muzaffargarh-I,NA-181,Muhammad Sajjad Shahid,IND,3387, , , , ,62.56%,2018
18461,13961,Muzaffargarh-II,NA-182,Mahar Irshad Ahmad Khan,PPPP,53054,197599,6491,204090,334653,60.99%,2018
18462,13962,Muzaffargarh-II,NA-182,Amaan Ullah,IND,1238, , , , ,60.99%,2018
18463,13963,Muzaffargarh-II,NA-182,Hammad Nawaz Khan,PAKISTAN MUSLIM LEAGUE (N),47642, , , , ,60.99%,2018
18464,13964,Muzaffargarh-II,NA-182,Imtiaz Hussain,IND,267, , , , ,60.99%,2018
18465,13965,Muzaffargarh-II,NA-182,Jamshed Ahmed,PAKISTAN AWAMI RAJ,50566, , , , ,60.99%,2018
18466,13966,Muzaffargarh-II,NA-182,Mehnaz Saeed,IND,259, , , , ,60.99%,2018
18467,13967,Muzaffargarh-II,NA-182,Muhammad Hussain,IND,1139, , , , ,60.99%,2018
18468,13968,Muzaffargarh-II,NA-182,Muhammad Kashif Fareed,IND,73, , , , ,60.99%,2018
18469,13969,Muzaffargarh-II,NA-182,Muhammad Naeem Akhtar,IND,158, , , , ,60.99%,2018
18470,13970,Muzaffargarh-II,NA-182,Muhammad Yaseen,IND,690, , , , ,60.99%,2018
18471,13971,Muzaffargarh-II,NA-182,Muhammad Yousif,IND,861, , , , ,60.99%,2018
18472,13972,Muzaffargarh-II,NA-182,Nawab Zada Muhammad Ahmad Khan Babar,IND,167, , , , ,60.99%,2018
18473,13973,Muzaffargarh-II,NA-182,Qayoom Nawaz Khan,IND,78, , , , ,60.99%,2018
18474,13974,Muzaffargarh-II,NA-182,Rana Mushtaq Ahmed,IND,954, , , , ,60.99%,2018
18475,13975,Muzaffargarh-II,NA-182,Syed Chiragh Ali Gilani,TEHREEK-E-LABBAIK PAKISTAN,6604, , , , ,60.99%,2018
18476,13976,Muzaffargarh-II,NA-182,Tehmina Dasti,PTI,33849, , , , ,60.99%,2018
18477,13977,Muzaffargarh-III,NA-183,Raza Rabani Khar,PPPP,54922,204329,7662,211991,335326,63.22%,2018
18478,13978,Muzaffargarh-III,NA-183,Imtiaz Hussain,IND,2153, , , , ,63.22%,2018
18479,13979,Muzaffargarh-III,NA-183,Allah Bachaya,TEHREEK-E-LABBAIK PAKISTAN,35125, , , , ,63.22%,2018
18480,13980,Muzaffargarh-III,NA-183,Fiaz Hussain,IND,39922, , , , ,63.22%,2018
18481,13981,Muzaffargarh-III,NA-183,Amjad Noor Muhammad Khan,IND,901, , , , ,63.22%,2018
18482,13982,Muzaffargarh-III,NA-183,Malik Muhammad Rafeeq Khar,PTI,36322, , , , ,63.22%,2018
18483,13983,Muzaffargarh-III,NA-183,Muhammad Arif Khan Baloch,PAKISTAN MUSLIM LEAGUE (N),3050, , , , ,63.22%,2018
18484,13984,Muzaffargarh-III,NA-183,Muhammad Ali Raza Khar,IND,1220, , , , ,63.22%,2018
18485,13985,Muzaffargarh-III,NA-183,Husnain Raza,IND,2560, , , , ,63.22%,2018
18486,13986,Muzaffargarh-III,NA-183,Tariq Ahmad Gormani,IND,16650, , , , ,63.22%,2018
18487,13987,Muzaffargarh-III,NA-183,Muhammad Zeeshan Gurmani,IND,366, , , , ,63.22%,2018
18488,13988,Muzaffargarh-III,NA-183,Zulfiqar Ali Dasti,IND,8030, , , , ,63.22%,2018
18489,13989,Muzaffargarh-III,NA-183,Sadam Hussain,IND,1494, , , , ,63.22%,2018
18490,13990,Muzaffargarh-III,NA-183,Sajid Mehmood Ashraf,IND,144, , , , ,63.22%,2018
18491,13991,Muzaffargarh-III,NA-183,Arshad Iqbal,MUTTAHIDA MAJLIS-E-AMAL PAKISTAN,994, , , , ,63.22%,2018
18492,13992,Muzaffargarh-III,NA-183,Muhamamd Saud,IND,476, , , , ,63.22%,2018
18493,13993,Muzaffargarh-IV,NA-184,Nawabzada Iftakhar Ahmed Khan Babar,PPPP,54778,198505,9380,207885,355241,58.52%,2018
18494,13994,Muzaffargarh-IV,NA-184,Amjad Ali,IND,1103, , , , ,58.52%,2018
18495,13995,Muzaffargarh-IV,NA-184,Azeem Qamar,TEHREEK-E-LABBAIK ISLAM,1167, , , , ,58.52%,2018
18496,13996,Muzaffargarh-IV,NA-184,Bilal Ahmed Khan,IND,354, , , , ,58.52%,2018
18497,13997,Muzaffargarh-IV,NA-184,Ghulam Abbass,TEHREEK-E-LABBAIK PAKISTAN,11505, , , , ,58.52%,2018
18498,13998,Muzaffargarh-IV,NA-184,Jamshaid Ahmad,PAKISTAN AWAMI RAJ,40329, , , , ,58.52%,2018
18499,13999,Muzaffargarh-IV,NA-184,Makhdoomzada Syed Basit Ahmed Sultan,IND,1345, , , , ,58.52%,2018
18500,14000,Muzaffargarh-IV,NA-184,Malik Ahmed Kareem Qaswer Langrial,IND,41673, , , , ,58.52%,2018
18501,14001,Muzaffargarh-IV,NA-184,Malik Anayat Ullah Khokhar,AMUN TARAQQI PARTY,1790, , , , ,58.52%,2018
18502,14002,Muzaffargarh-IV,NA-184,Muhammad Aown Hameed,IND,874, , , , ,58.52%,2018
18503,14003,Muzaffargarh-IV,NA-184,Muhammad Ghayour,IND,853, , , , ,58.52%,2018
18504,14004,Muzaffargarh-IV,NA-184,Muhammad Shahid,MUTTAHIDA MAJLIS-E-AMAL PAKISTAN,1683, , , , ,58.52%,2018
18505,14005,Muzaffargarh-IV,NA-184,Nawabzada Mansoor Ahmed Khan,IND,392, , , , ,58.52%,2018
18506,14006,Muzaffargarh-IV,NA-184,Syed Haroon Ahmed Sultan,PAKISTAN MUSLIM LEAGUE (N),5730, , , , ,58.52%,2018
18507,14007,Muzaffargarh-IV,NA-184,Syeda Zahra Basit Bukhari,PTI,34929, , , , ,58.52%,2018
18508,14008,Muzaffargarh-V,NA-185,Makhdom Zada Sayed Basit Ahmad Sultan,IND,94282,196031,7642,203673,351181,68%,2018
18509,14009,Muzaffargarh-V,NA-185,Syeda Zahra Basit Bukhari,IND,3839, , , , ,68%,2018
18510,14010,Muzaffargarh-V,NA-185,Muhammad Zafar Ullah Khan Laghari,IND,396, , , , ,68%,2018
18511,14011,Muzaffargarh-V,NA-185,Muhammad Mazzam Ali Khan,PTI,72822, , , , ,68%,2018
18512,14012,Muzaffargarh-V,NA-185,Azra Perveen,IND,1525, , , , ,68%,2018
18513,14013,Muzaffargarh-V,NA-185,Jamshaid Ahmad,PAKISTAN AWAMI RAJ,9313, , , , ,68%,2018
18514,14014,Muzaffargarh-V,NA-185,Rao Atif Ali Khan,IND,5574, , , , ,68%,2018
18515,14015,Muzaffargarh-V,NA-185,Muhamamd Masood Saeedi,TEHREEK-E-LABBAIK PAKISTAN,8280, , , , ,68%,2018
18516,14016,Muzaffargarh-VI,NA-186,Aamir Talal Khan,PTI,62915,190540,6593,197133,327873,60.12%,2018
18517,14017,Muzaffargarh-VI,NA-186,Ghous Bakhsh Fareedi,JAMIAT ULAMA-E-PAKISTAN  (NOORANI),1500, , , , ,60.12%,2018
18518,14018,Muzaffargarh-VI,NA-186,Muhammad Dawood Khan,PPPP,52790, , , , ,60.12%,2018
18519,14019,Muzaffargarh-VI,NA-186,Muhammad Shafi Khan,TEHREEK-E-LABBAIK PAKISTAN,9619, , , , ,60.12%,2018
18520,14020,Muzaffargarh-VI,NA-186,Sardar Khizir Hayat,IND,44438, , , , ,60.12%,2018
18521,14021,Muzaffargarh-VI,NA-186,Syed Haroon Ahmed Sultan,PAKISTAN MUSLIM LEAGUE (N),19278, , , , ,60.12%,2018
18522,14022,Layyah-I,NA-187,Abdul Majeed Khan,PTI,93903,280772,9516,290288,457525,63.45%,2018
18523,14023,Layyah-I,NA-187,Abdul Raoof,IND,1384, , , , ,63.45%,2018
18524,14024,Layyah-I,NA-187,Altaf Hussain,PPPP,20243, , , , ,63.45%,2018
18525,14025,Layyah-I,NA-187,Hassan Ameer,IND,2865, , , , ,63.45%,2018
18526,14026,Layyah-I,NA-187,Mahboob ul Hassan,IND,829, , , , ,63.45%,2018
18527,14027,Layyah-I,NA-187,Qazi Shah Mardan Alvi,PAKISTAN AWAMI RAJ,467, , , , ,63.45%,2018
18528,14028,Layyah-I,NA-187,Sahibzada Faiz ul Hassan,PAKISTAN MUSLIM LEAGUE (N),64344, , , , ,63.45%,2018
18529,14029,Layyah-I,NA-187,Sardar Bahadur Ahmed Khan,IND,88225, , , , ,63.45%,2018
18530,14030,Layyah-I,NA-187,Syed Zafar Hussain Gilani,TEHREEK-E-LABBAIK PAKISTAN,7425, , , , ,63.45%,2018
18531,14031,Layyah-I,NA-187,Syed Zulqarnain Sabir,ALL PAKISTAN MUSLIM LEAGUE,1087, , , , ,63.45%,2018
18532,14032,Layyah-II,NA-188,Niaz Ahmed,PTI,109420,279417,8076,287493,449098,64.02%,2018
18533,14033,Layyah-II,NA-188,Atiq Ur Rahman Mirani,TEHREEK-E-LABBAIK PAKISTAN,6217, , , , ,64.02%,2018
18534,14034,Layyah-II,NA-188,Ghulam Abbas,IND,916, , , , ,64.02%,2018
18535,14035,Layyah-II,NA-188,Ishfaq Ahmed,IND,14236, , , , ,64.02%,2018
18536,14036,Layyah-II,NA-188,Kalsoom Khaliq,IND,551, , , , ,64.02%,2018
18537,14037,Layyah-II,NA-188,Muhammad Bilal,MUTTAHIDA MAJLIS-E-AMAL PAKISTAN,2096, , , , ,64.02%,2018
18538,14038,Layyah-II,NA-188,Muhammad Farrukh Cheema,ALL PAKISTAN MUSLIM LEAGUE,875, , , , ,64.02%,2018
18539,14039,Layyah-II,NA-188,Muhammad Ramzan,PPPP,37491, , , , ,64.02%,2018
18540,14040,Layyah-II,NA-188,Sajjad Ahmed,IND,1974, , , , ,64.02%,2018
18541,14041,Layyah-II,NA-188,Sobia Ramzan,IND,2698, , , , ,64.02%,2018
18542,14042,Layyah-II,NA-188,Syed Muhammad Saqlain Bukhari,PAKISTAN MUSLIM LEAGUE (N),102943, , , , ,64.02%,2018
18543,14043,Dera,NA-189,Khawja Sheraz Mehmood,PTI,78596,166880,6385,173265,330959,52.35%,2018
18544,14044,Dera,NA-189,Hafeez Ur Rehman Baloch,ALL PAKISTAN MUSLIM LEAGUE,2221, , , , ,52.35%,2018
18545,14045,Dera,NA-189,Khawja Mudassar Mehmood,MUTTAHIDA MAJLIS-E-AMAL PAKISTAN,15160, , , , ,52.35%,2018
18546,14046,Dera,NA-189,Sardar Confcius Imam Qaisrani,IND,1742, , , , ,52.35%,2018
18547,14047,Dera,NA-189,Jamshaid Ahmed,PAKISTAN AWAMI RAJ,8392, , , , ,52.35%,2018
18548,14048,Dera,NA-189,Abdul Rauf,NATIONAL PARTY,297, , , , ,52.35%,2018
18549,14049,Dera,NA-189,Muhammad Iqbal,IND,3077, , , , ,52.35%,2018
18550,14050,Dera,NA-189,Sardar Meer Badshah Khan Qaisrani,IND,39522, , , , ,52.35%,2018
18551,14051,Dera,NA-189,Ameer Muhammad Zulqernain,IND,179, , , , ,52.35%,2018
18552,14052,Dera,NA-189,Muhammad Arif Aslam,IND,709, , , , ,52.35%,2018
18553,14053,Dera,NA-189,Mushtaq Ahmed Mundrani,TEHREEK-E-LABBAIK PAKISTAN,2957, , , , ,52.35%,2018
18554,14054,Dera,NA-189,Shamoona Ambreen,PAKISTAN MUSLIM LEAGUE (N),520, , , , ,52.35%,2018
18555,14055,Dera,NA-189,Zafar Iqbal,IND,505, , , , ,52.35%,2018
18556,14056,Dera,NA-189,Khawaja Attaullah Khan,PPPP,11927, , , , ,52.35%,2018
18557,14057,Dera,NA-189,Sooba Khan,IND,248, , , , ,52.35%,2018
