,Unnamed: 0,Seat,Constituency_title,Candidate_Name,Party,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout,Election
3113,3113,Kalat-cum-Kharan,NA-204,Malik Haji Abdus Samad,PNP,8127,50457,1849,52203,247407,0.211,1988
3114,3114,Kalat-cum-Kharan,NA-204,Moheem Khan,BNA,6165,50457,1849,52203,247407,0.211,1988
3115,3115,Kalat-cum-Kharan,NA-204,Molana Habib Ahmad,PAI,5024,50457,1849,52203,247407,0.211,1988
3116,3116,Kalat-cum-Kharan,NA-204,Haji Naseer Ahmad,PPPP,4484,50457,1849,52203,247407,0.211,1988
3117,3117,Kalat-cum-Kharan,NA-204,Sardar Bahawal Khan,IND,3612,50457,1849,52203,247407,0.211,1988
3118,3118,Kalat-cum-Kharan,NA-204,Prince Mohyuddin,IJI,2686,50457,1849,52203,247407,0.211,1988
3119,3119,Kalat-cum-Kharan,NA-204,Abdul Haq,IND,424,50457,1849,52203,247407,0.211,1988
3120,3120,Kalat-cum-Kharan,NA-204,Haji Shah Saleem,IND,315,50457,1849,52203,247407,0.211,1988
3121,3121,Kalat-cum-Kharan,NA-204,Mir Israrullah,IND,264,50457,1849,52203,247407,0.211,1988
3122,3122,Khuzdar,NA-205,Mir Muhammad Arif,BNA,15206,42454,2169,44609,170265,0.262,1988
3123,3123,Khuzdar,NA-205,Mir Ghous Bakhsh Bizenjo,PNP,11805,42454,2169,44609,170265,0.262,1988
3124,3124,Khuzdar,NA-205,Molvi Qamaruddin,JUI (F),8828,42454,2169,44609,170265,0.262,1988
3125,3125,Khuzdar,NA-205,Mir Gohar Khan,IND,4766,42454,2169,44609,170265,0.262,1988
3126,3126,Khuzdar,NA-205,Abdul Hamid Ansari (Retired),IND,842,42454,2169,44609,170265,0.262,1988
3127,3127,Khuzdar,NA-205,Saeed Ahmad Shah (Retired),IND,472,42454,2169,44609,170265,0.262,1988
3128,3128,Khuzdar,NA-205,Qari Abul Rashid M. Akbar (Retired),IND,368,42454,2169,44609,170265,0.262,1988
3129,3129,Khuzdar,NA-205,Khair Jan (Retired),IJI,167,42454,2169,44609,170265,0.262,1988
3130,3130,Lasbela-cum-Gawadur,NA-206,Ghulam Akbar Lasi,IJI/PPP,17423,54268,2603,56865,160183,0.355,1988
3131,3131,Lasbela-cum-Gawadur,NA-206,Sher Jan,PNP,16750,54268,2603,56865,160183,0.355,1988
3132,3132,Lasbela-cum-Gawadur,NA-206,Abdul Rahim Zafar,IND,10144,54268,2603,56865,160183,0.355,1988
3133,3133,Lasbela-cum-Gawadur,NA-206,M. Akhtar,BNA,8334,54268,2603,56865,160183,0.355,1988
3134,3134,Lasbela-cum-Gawadur,NA-206,Karim Bakhsh (Retired),IND,605,54268,2603,56865,160183,0.355,1988
3135,3135,Lasbela-cum-Gawadur,NA-206,Amanullah Gichki,IND,597,54268,2603,56865,160183,0.355,1988
3136,3136,Lasbela-cum-Gawadur,NA-206,Nabi Bakhsh,IND,415,54268,2603,56865,160183,0.355,1988
3137,3137,Turbat-cum-Panjgur,NA-207,Manzoor Ahmed Gichki,BNA,16094,44220,1181,45397,171311,0.265,1988
3138,3138,Turbat-cum-Panjgur,NA-207,Mir Ghous Bakhsh Bizenjo,PNP,12083,44220,1181,45397,171311,0.265,1988
3139,3139,Turbat-cum-Panjgur,NA-207,Amanullah Gichki,PPPP,8580,44220,1181,45397,171311,0.265,1988
3140,3140,Turbat-cum-Panjgur,NA-207,Mir M. Ali Rind,IJI,6022,44220,1181,45397,171311,0.265,1988
3141,3141,Turbat-cum-Panjgur,NA-207,Mir Rasool Bakhsh Durzada,IND,1262,44220,1181,45397,171311,0.265,1988
3142,3142,Turbat-cum-Panjgur,NA-207,Waja M. Hussain (Retired),IND,179,44220,1181,45397,171311,0.265,1988
3143,15227,Peshawar-I,NA1,Ghulam Ahmad Bliour ,ANP,51233,95307,1209,96516,228734,0.422,1990
3144,15228,Peshawar-I,NA1,Banazir Bhutto ,PDA,38951,95307,1209,96516,228734,0.422,1990
3145,15229,Peshawar-I,NA1,Ghulam Jaffar,IND,1507,95307,1209,96516,228734,0.422,1990
3146,15230,Peshawar-I,NA1,M. Yusuf Qureshi,IND,1190,95307,1209,96516,228734,0.422,1990
3147,15231,Peshawar-I,NA1,Banazir,IND,1067,95307,1209,96516,228734,0.422,1990
3148,15232,Peshawar-I,NA1,Qamar Abbas,IND,397,95307,1209,96516,228734,0.422,1990
3149,15233,Peshawar-I,NA1,Khalid Mehmood Durrani,PAT,373,95307,1209,96516,228734,0.422,1990
3150,15234,Peshawar-I,NA1,Abdul Majid,IND,290,95307,1209,96516,228734,0.422,1990
3151,15235,Peshawar-I,NA1,Qazi Shah Jehan,NDP,204,95307,1209,96516,228734,0.422,1990
3152,15236,Peshawar-I,NA1,Syed Javed Hassan Shah,NDP,95,95307,1209,96516,228734,0.422,1990
3153,15237,Peshawar-II,NA2,Arbab M. Jehangir Khan,ANP,31222,64557,737,65294,159946,0.408,1990
3154,15238,Peshawar-II,NA2,Aftab Ahmad Khan Sherpao,PDA,19137,64557,737,65294,159946,0.408,1990
3155,15239,Peshawar-II,NA2,Mursaleen Khan,JUI (F),13307,64557,737,65294,159946,0.408,1990
3156,15240,Peshawar-II,NA2,M. Hassan Khan,IND,891,64557,737,65294,159946,0.408,1990
3157,15241,Peshawar-III,NA3,Arbab M. Zahir,ANP,38730,81746,1103,82849,218206,0.38,1990
3158,15242,Peshawar-III,NA3,Abdul Latif,PDA,19977,81746,1103,82849,218206,0.38,1990
3159,15243,Peshawar-III,NA3,Molana M. Usman,JUI (F),11770,81746,1103,82849,218206,0.38,1990
3160,15244,Peshawar-III,NA3,Pirzada Nabi Amin,IND,11269,81746,1103,82849,218206,0.38,1990
3161,15245,Peshawar-IV,NA4,M. Ajmal Khan Khattak,ANP,38389,81711,1042,82753,198702,0.416,1990
3162,15246,Peshawar-IV,NA4,Pervaiz Khan Khattak,PDA,25722,81711,1042,82753,198702,0.416,1990
3163,15247,Peshawar-IV,NA4,Molana Sher Ali Shah,JUI (F),13961,81711,1042,82753,198702,0.416,1990
3164,15248,Peshawar-IV,NA4,M. Amin Khattak,IND,3639,81711,1042,82753,198702,0.416,1990
3165,15249,Charsadda,NA5,Molvi Hassan Jan,JUI (F),66452,121616,2351,123967,339344,0.365,1990
3166,15250,Charsadda,NA5,Abdul Wali Khan,ANP,52929,121616,2351,123967,339344,0.365,1990
3167,15251,Charsadda,NA5,Fawad-ul-Haq (Retired),IND,2235,121617,2351,123967,339344,0.365,1990
3168,15252,Mardan-I,NA6,M. Azam Khan,ANP,35880,86731,772,87503,227704,0.384,1990
3169,15253,Mardan-I,NA6,Khanzada Khan,PDA,28616,86731,772,87503,227704,0.384,1990
3170,15254,Mardan-I,NA6,Ghulam Rabbani,JUI (F),22235,86731,772,87503,227704,0.384,1990
3171,15255,Mardan-II,NA7,Khan Mir Afzal Khan,IJI,37452,84154,706,84860,244354,0.347,1990
3172,15256,Mardan-II,NA7,Rahim Dad Khan,PDA,24813,84154,706,84860,244354,0.347,1990
3173,15257,Mardan-II,NA7,Haji M. Ahmad Sahib,JUI (F),17872,84154,706,84860,244354,0.347,1990
3174,15258,Mardan-II,NA7,M. Shah Jehan Khan,PK-MAP,1575,84154,706,84860,244354,0.347,1990
3175,15259,Mardan-II,NA7,Abdul Akbar Khan,IND,1174,84154,706,84860,244354,0.347,1990
3176,15260,Mardan-II,NA7,Ziarat Khan Mohmand,PM-KP (FG),647,84154,706,84860,244354,0.347,1990
3177,15261,Mardan-II,NA7,Kar Khan,IND,621,84154,706,84860,244354,0.347,1990
3178,15262,Swabi,NA8,Rehmanullah,ANP,51909,114425,1259,115684,301602,0.384,1990
3179,15263,Swabi,NA8,Saleem Khan,PDA,28750,114425,1259,115684,301602,0.384,1990
3180,15264,Swabi,NA8,Qazi Molana Fazlullah,JUI (F),28015,114425,1259,115684,301603,0.384,1990
3181,15265,Swabi,NA8,Yaqub Khan,IND,5751,114425,1259,115684,301604,0.384,1990
3182,15266,Kohat,NA9,Syed Iftikhar Hussain Gilani,PDA,27848,88219,937,89156,318861,0.28,1990
3183,15267,Kohat,NA9,Molvi Niamatullah,IJI,26493,88219,937,89156,318861,0.28,1990
3184,15268,Kohat,NA9,Javed Ibrahim Paracha,JUI (F),25143,88219,937,89156,318861,0.28,1990
3185,15269,Kohat,NA9,Syed Ghalib Shah,IND,8117,88219,937,89156,318861,0.28,1990
3186,15270,Kohat,NA9,Gul Shahzad Khattak,IND,618,88219,937,89156,318861,0.28,1990
3187,15271,Karak,NA10,Alhaj M. Aslam Khan Khattak,IND,27866,55935,399,56334,163217,0.345,1990
3188,15272,Karak,NA10,Molana Shaheed Ahmad,IJI,14684,55935,399,56334,163217,0.345,1990
3189,15273,Karak,NA10,Afrasiab Khattak,QIP,9643,55935,399,56334,163217,0.345,1990
3190,15274,Karak,NA10,Hafiz Abn-e-Amin,JUI (F),3180,55935,399,56334,163217,0.345,1990
3191,15275,Karak,NA10,Sher Nawaz Khattak,IND,285,55935,399,56334,163217,0.345,1990
3192,15276,Karak,NA10,Bakht Bibi,IND,277,55935,399,56334,163217,0.345,1990
3193,15277,Abbottabad-I,NA11,Sardar Mehtab Ahmad Khan,IJI,64541,97980,1491,99471,242384,0.41,1990
3194,15278,Abbottabad-I,NA11,Amanullah Khan Jadoon,IND,31754,97980,1491,99471,242384,0.41,1990
3195,15279,Abbottabad-I,NA11,M. Salim Khan,IND,1321,97980,1491,99471,242384,0.41,1990
3196,15280,Abbottabad-I,NA11,Nawab Khan Jadoon,IND,364,97980,1491,99471,242384,0.41,1990
3197,15281,Abbottabad-II,NA12,Haji Javed Iqbal Abbasi,IJI,43764,85922,1358,87280,247316,0.353,1990
3198,15282,Abbottabad-II,NA12,Sardar Gul Khatab,IND,29247,85922,1358,87280,247316,0.353,1990
3199,15283,Abbottabad-II,NA12,Sardar Inayat-ur-Rehman,PDA,5576,85922,1358,87280,247316,0.353,1990
3200,15284,Abbottabad-II,NA12,M. Saleem Khan,IND,5284,85922,1358,87280,247316,0.353,1990
3201,15285,Abbottabad-II,NA12,Sardar Hukam Dad,IND,1373,85922,1358,87280,247316,0.353,1990
3202,15286,Abbottabad-II,NA12,Lt.Col. (R) Abdul Razzaq,HF,678,85922,1358,87280,247316,0.353,1990
3203,15287,Abbottabad-III,NA-13,Gohar Ayb Khan,IJI,52923,96114,1435,97549,228243,0.427,1990
3204,15288,Abbottabad-III,NA-13,Omar Asghar Khan,PDA,30970,96114,1435,97549,228243,0.427,1990
3205,15289,Abbottabad-III,NA-13,Raja M. Tahir Ayub,PAT,6339,96114,1435,97549,228243,0.427,1990
3206,15290,Abbottabad-III,NA-13,M. Naseem,IND,3643,96114,1435,97549,228243,0.427,1990
3207,15291,Abbottabad-III,NA-13,Malik Abdul Sattar,JUI (F),1260,96114,1435,97549,228243,0.427,1990
3208,15292,Abbottabad-III,NA-13,M. Rafiq Mashwani,IND,979,96114,1435,97549,228243,0.427,1990
3209,15293,Mansehra-I,NA-14,Sardar Muhammad Yousuf,IND,34787,90004,1620,91624,231021,0.397,1990
3210,15294,Mansehra-I,NA-14,Syed Muzammil Shah,IJI,31457,90004,1620,91624,231021,0.397,1990
3211,15295,Mansehra-I,NA-14,Syed Ghualm Nabi Shah,JUI (F),13120,90004,1620,91624,231021,0.397,1990
3212,15296,Mansehra-I,NA-14,M. Hanif Khan,IND,9443,90004,1620,91624,231021,0.397,1990
3213,15297,Mansehra-I,NA-14,Sajid Mumtaz Khan,PDA,726,90004,1620,91624,231021,0.397,1990
3214,15298,Mansehra-I,NA-14,Syed Ikhlaq Shah,IND,471,90004,1620,91624,231021,0.397,1990
3215,15299,Mansehra-II,NA-15,Nawabzada Salahuddin Saeed,IJI,19109,57944,996,58940,213725,0.276,1990
3216,15300,Mansehra-II,NA-15,Syed Qasam Shah,IND,16115,57944,996,58940,213725,0.276,1990
3217,15301,Mansehra-II,NA-15,Zar Gul,IND,11528,57944,996,58940,213725,0.276,1990
3218,15302,Mansehra-II,NA-15,Molana Abdur Razzaq Aziz,JUI (F),6733,57944,996,58940,213725,0.276,1990
3219,15303,Mansehra-II,NA-15,Qazi Shams-ul-Haq,PAT,1652,57944,996,58940,213725,0.276,1990
3220,15304,Mansehra-II,NA-15,Badar-ul-Islam,IND,905,57944,996,58940,213725,0.276,1990
3221,15305,Mansehra-II,NA-15,Ali Muhammad,IND,838,57944,996,58940,213725,0.276,1990
3222,15306,Mansehra-II,NA-15,M. Aslam,IND,519,57944,996,58940,213725,0.276,1990
3223,15307,Mansehra-II,NA-15,Malik M. Yunas,IND,298,57944,996,58940,213725,0.276,1990
3224,15308,Mansehra-II,NA-15,Iftikhar Hussain,IND,181,57944,996,58940,213725,0.276,1990
3225,15309,Mansehra-II,NA-15,Ghulam Sumdani Khan,PDP,66,57944,996,58940,213725,0.276,1990
3226,15310,Mansehra-III,NA-16,Alamzeb Khan,JUI (F),13556,35944,754,36698,80492,0.456,1990
3227,15311,Mansehra-III,NA-16,Khan M. Ayub Khan,IND,10684,35944,754,36698,80492,0.456,1990
3228,15312,Mansehra-III,NA-16,Malik Jan,IND,8160,35944,754,36698,80492,0.456,1990
3229,15313,Mansehra-III,NA-16,Abdul Qayoom,IND,2797,35944,754,36698,80492,0.456,1990
3230,15314,Mansehra-III,NA-16,Sher Ali Khan (Retired),IND,747,35944,754,36698,80492,0.456,1990
3231,15315,Kohistan,NA-17,Maulvi Muhammad Amin,JUI (F),7752,25222,411,25633,146623,0.175,1990
3232,15316,Kohistan,NA-17,Malik Said Ahmad,IND,4607,25222,411,25633,146623,0.175,1990
3233,15317,Kohistan,NA-17,Aurangzeb,IND,4581,25222,411,25633,146623,0.175,1990
3234,15318,Kohistan,NA-17,Molana Abdul Baqi,IJI,4134,25222,411,25633,146623,0.175,1990
3235,15319,Kohistan,NA-17,Gul Dad Khan,IND,3106,25222,411,25633,146623,0.175,1990
3236,15320,Kohistan,NA-17,M. Siraj,QIP,690,25222,411,25633,146623,0.175,1990
3237,15321,Kohistan,NA-17,Haji Ali Dad,IND,352,25222,411,25633,146623,0.175,1990
3238,15322,D.I.-Khan,NA-18,Fazal Karim Kundi,PDA,64533,156796,1872,158668,377482,0.42,1990
3239,15323,D.I.-Khan,NA-18,Molana Fazal-ur-Rehman,JUI (F),52890,156796,1872,158668,377482,0.42,1990
3240,15324,D.I.-Khan,NA-18,Haji M. Ramzan,IND,15679,156796,1872,158668,377482,0.42,1990
3241,15325,D.I.-Khan,NA-18,Qazi Abdul Latif,IJI,13619,156796,1872,158668,377482,0.42,1990
3242,15326,D.I.-Khan,NA-18,M. Khalik Raza Zakori,PAT,6047,156796,1872,158668,377482,0.42,1990
3243,15327,D.I.-Khan,NA-18,Asmatullah Khan Mastikhel,JUP (NOORANI),2282,156796,1872,158668,377482,0.42,1990
3244,15328,D.I.-Khan,NA-18,Haji Nisar Ahmad,IND,926,156796,1872,158668,377482,0.42,1990
3245,15329,D.I.-Khan,NA-18,Liaqat Ali Khan Kundi,IND,820,156796,1872,158668,377482,0.42,1990
3246,15330,Bannu-I,NA-19,Maulvi Ali Akbar,JUI (F),28471,57765,426,58191,197105,0.295,1990
3247,15331,Bannu-I,NA-19,Riaz Khan,PDA,12519,57765,426,58191,197105,0.295,1990
3248,15332,Bannu-I,NA-19,Molvi Abdul Rauf,IJI,11317,57765,426,58191,197105,0.295,1990
3249,15333,Bannu-I,NA-19,M. Shafiq,QIP,2598,57765,426,58191,197105,0.295,1990
3250,15334,Bannu-I,NA-19,Sher M. Khan,IND,1445,57765,426,58191,197105,0.295,1990
3251,15335,Bannu-I,NA-19,M. Parvez,PAT,689,57765,426,58191,197105,0.295,1990
3252,15336,Bannu-I,NA-19,Abdus Samad Khan,IND,647,57765,426,58191,197105,0.295,1990
3253,15337,Bannu-I,NA-19,Naeem Khan,IND,79,57765,426,58191,197105,0.295,1990
3254,15338,Bannu-II,NA-20,Naseer Muhammad Maidad Khel,IJI,38877,75937,1031,76968,215528,0.357,1990
3255,15339,Bannu-II,NA-20,Ahmad Jan,JUI (F),34322,75937,1031,76968,215528,0.357,1990
3256,15340,Bannu-II,NA-20,M. Farid Khan,IND,1838,75937,1031,76968,215528,0.357,1990
3257,15341,Bannu-II,NA-20,Abdus Samad,IND,806,75937,1031,76968,215528,0.357,1990
3258,15342,Bannu-II,NA-20,Khalid Latif,IND,94,75937,1031,76968,215528,0.357,1990
3259,15343,Swat-I,NA-21,Khaliq Dad Khan,IJI,24891,73161,1247,74408,215316,0.346,1990
3260,15344,Swat-I,NA-21,Ubaid-ur-Rehman,JUI (F),17480,73161,1247,74408,215316,0.346,1990
3261,15345,Swat-I,NA-21,Shahzada Amani Room,PDA,15341,73161,1247,74408,215316,0.346,1990
3262,15346,Swat-I,NA-21,Mian Gul Aurangzeb,IND,12894,73161,1247,74408,215316,0.346,1990
3263,15347,Swat-I,NA-21,Taj M. Khan,IND,1487,73161,1247,74408,215316,0.346,1990
3264,15348,Swat-I,NA-21,Mehboob-ur-Rehman,IND,1068,73161,1247,74408,215316,0.346,1990
3265,15349,Swat-II,NA-22,Abdul Matin Khan,IND,19084,67325,1447,68772,246193,0.279,1990
3266,15350,Swat-II,NA-22,Haji Fazl-e-Raziq,IJI,18901,67325,1447,68772,246193,0.279,1990
3267,15351,Swat-II,NA-22,Molana Abdul Rehman,JUI (F),11755,67325,1447,68772,246193,0.279,1990
3268,15352,Swat-II,NA-22,Sattaruddin,PDA,11315,67325,1447,68772,246193,0.279,1990
3269,15353,Swat-II,NA-22,Sher Bahadar,IND,6270,67325,1447,68772,246193,0.279,1990
3270,15354,Swat-III,NA-23,Muhammad Afzal Khan,PDA,32515,87535,1873,89408,261935,0.341,1990
3271,15355,Swat-III,NA-23,Shujat Ali Khan,IJI,28080,87535,1873,89408,261935,0.341,1990
3272,15356,Swat-III,NA-23,Molvi Abdur Rehman,JUI (F),14664,87535,1873,89408,261935,0.341,1990
3273,15357,Swat-III,NA-23,M. Ayub Khan,ANP,7759,87535,1873,89408,261935,0.341,1990
3274,15358,Swat-III,NA-23,M. Mukhtar,PKMAP,1387,87535,1873,89408,261935,0.341,1990
3275,15359,Swat-III,NA-23,Sultan Yusuf,IND,1314,87535,1873,89408,261935,0.341,1990
3276,15360,Swat-III,NA-23,Mehboob-ur-Rehman,IND,1282,87535,1873,89408,261935,0.341,1990
3277,15361,Swat-III,NA-23,Syed Allauddin,IND,534,87535,1873,89408,261935,0.341,1990
3278,15362,Chitral,NA-24,Shahzada Mohiuddin,IJI,35269,63971,1483,65454,116608,0.561,1990
3279,15363,Chitral,NA-24,Piar Ali Allana,PDA,20628,63971,1483,65454,116608,0.561,1990
3280,15364,Chitral,NA-24,Ubaidullah,JUI (F),6282,63971,1483,65454,116608,0.561,1990
3281,15365,Chitral,NA-24,Sardar Aman Khan,IND,1608,63971,1483,65454,116608,0.561,1990
3282,15366,Chitral,NA-24,M. Jehangir Khan Jiggar (Retired),IND,184,63971,1483,65454,116608,0.561,1990
3283,15367,Dir,NA-25,Najmud Din,PDA,28533,67266,1499,68765,288550,0.238,1990
3284,15368,Dir,NA-25,Sahabzada Fathullah,IJI,27147,67266,1499,68765,288550,0.238,1990
3285,15369,Dir,NA-25,Qazi Abdus Salam,JUI (F),5851,67266,1499,68765,288550,0.238,1990
3286,15370,Dir,NA-25,M. Ayub Khan,IND,5735,67266,1499,68765,288550,0.238,1990
3287,15371,Malakand-Protected-Area-cum-Dir,NA-26,Ahmed Hassan,PDA,31331,90640,1269,91909,263075,0.349,1990
3288,15372,Malakand-Protected-Area-cum-Dir,NA-26,Molana Gohar Rehman,IJI,29888,90640,1269,91909,263075,0.349,1990
3289,15373,Malakand-Protected-Area-cum-Dir,NA-26,Abdur Rehman Khan,IND,13436,90640,1269,91909,263075,0.349,1990
3290,15374,Malakand-Protected-Area-cum-Dir,NA-26,Sahabzada Khalid,JUI (F),10280,90640,1269,91909,263075,0.349,1990
3291,15375,Malakand-Protected-Area-cum-Dir,NA-26,Haji M. Khan,IND,5705,90640,1269,91909,263075,0.349,1990
3292,15376,Tribal-Area-I,NA-27,Haji Baroz Khan,,,,,0,,,1990
3293,15377,Tribal-Area-II,NA-28,Syed Yousuf Hussain,IND,607,1246,18,1264,1449,0.872,1990
3294,15378,Tribal-Area-II,NA-28,Abdul Manan,IND,550,1246,18,1264,1449,0.872,1990
3295,15379,Tribal-Area-II,NA-28,Juma Gul Parachamkan,IND,37,1246,18,1264,1449,0.872,1990
3296,15380,Tribal-Area-II,NA-28,Akhunzada M. Saeed Parachamkan,IND,16,1246,18,1264,1449,0.872,1990
3297,15381,Tribal-Area-II,NA-28,Kh. M. Khan Masozai,IND,12,1246,18,1264,1449,0.872,1990
3298,15382,Tribal-Area-II,NA-28,M. Hayat Khan Parachamkan,IND,11,1246,18,1264,1449,0.872,1990
3299,15383,Tribal-Area-II,NA-28,Khaista Jan Manatwa,IND,5,1246,18,1264,1449,0.872,1990
3300,15384,Tribal-Area-II,NA-28,Barang Parachamkani,IND,4,1246,18,1264,1449,0.872,1990
3301,15385,Tribal-Area-II,NA-28,Baz Gul Menga,IND,2,1246,18,1264,1449,0.872,1990
3302,15386,Tribal-Area-II,NA-28,Hussain Jan,IND,1,1246,18,1264,1449,0.872,1990
3303,15387,Tribal-Area-II,NA-28,Zawar Hussain,IND,1,1246,18,1264,1449,0.872,1990
3304,15388,Tribal-Area-III,NA-29,Malik Speen Gul,IND,956,4507,136,4643,8592,0.54,1990
3305,15389,Tribal-Area-III,NA-29,Noor Syed Mian,IND,955,4507,136,4643,8592,0.54,1990
3306,15390,Tribal-Area-III,NA-29,Haji Khial Shah,IND,946,4507,136,4643,8592,0.54,1990
3307,15391,Tribal-Area-III,NA-29,Akhunzada Fazal Hamid,IND,633,4507,136,4643,8592,0.54,1990
3308,15392,Tribal-Area-III,NA-29,Alhaj Ghazi Said Jamal,IND,619,4507,136,4643,8592,0.54,1990
3309,15393,Tribal-Area-III,NA-29,Lt. Col. (R) Amanullah Khan,IND,189,4507,136,4643,8592,0.54,1990
3310,15394,Tribal-Area-III,NA-29,Alim Hassan,IND,102,4507,136,4643,8592,0.54,1990
3311,15395,Tribal-Area-III,NA-29,Sub. Maj. (R) Eid Akbar,IND,58,4507,136,4643,8592,0.54,1990
3312,15396,Tribal-Area-III,NA-29,Inayatullah,IND,49,4507,136,4643,8592,0.54,1990
3313,15397,Tribal-Area-IV,NA-30,Muhammad Ajmal Khan Khattak,IND,494,1010,14,1024,1466,0.698,1990
3314,15398,Tribal-Area-IV,NA-30,Qadar Khan,IND,281,1010,14,1024,1466,0.698,1990
3315,15399,Tribal-Area-IV,NA-30,Mir Hawaz,IND,209,1010,14,1024,1466,0.698,1990
3316,15400,Tribal-Area-IV,NA-30,Jan Mehmood,IND,11,1010,14,1024,1466,0.698,1990
3317,15401,Tribal-Area-IV,NA-30,M. Sharif,IND,6,1010,14,1024,1466,0.698,1990
3318,15402,Tribal-Area-IV,NA-30,Maamoor Khan,IND,4,1010,14,1024,1466,0.698,1990
3319,15403,Tribal-Area-IV,NA-30,Fateh Khan,IND,2,1010,14,1024,1466,0.698,1990
3320,15404,Tribal-Area-IV,NA-30,Pir Sahib Khan,IND,1,1010,14,1024,1466,0.698,1990
3321,15405,Tribal-Area-IV,NA-30,Noor Baqi Jan,IND,1,1010,14,1024,1466,0.698,1990
3322,15406,Tribal-Area-IV,NA-30,Sheirn Akbar,IND,1,1010,14,1024,1466,0.698,1990
3323,15407,Tribal-Area-IV,NA-30,Shair Khan; Sheikh Abdullah,IND,0,1010,14,1024,1466,0.698,1990
3324,15408,Tribal-Area-V,NA-31,Haji Sakhi Jan,IND,536,973,17,990,1155,0.857,1990
3325,15409,Tribal-Area-V,NA-31,Ghiasuddin,IND,396,973,17,990,1155,0.857,1990
3326,15410,Tribal-Area-V,NA-31,Sultan Muhammad,IND,16,973,17,990,1155,0.857,1990
3327,15411,Tribal-Area-V,NA-31,Aziz-ul-Hassan,IND,8,973,17,990,1155,0.857,1990
3328,15412,Tribal-Area-V,NA-31,Shahzad Khan,IND,5,973,17,990,1155,0.857,1990
3329,15413,Tribal-Area-V,NA-31,Aziz Khan,IND,4,973,17,990,1155,0.857,1990
3330,15414,Tribal-Area-V,NA-31,Noor Ali,IND,3,973,17,990,1155,0.857,1990
3331,15415,Tribal-Area-V,NA-31,Haji Shah Mehmood,IND,3,973,17,990,1155,0.857,1990
3332,15416,Tribal-Area-V,NA-31,Abdul Qayoom,IND,2,973,17,990,1155,0.857,1990
3333,15417,Tribal-Area-VI,NA-32,Haji Lal Karim,IND,842,3247,146,3393,7338,0.462,1990
3334,15418,Tribal-Area-VI,NA-32,Mian Shah Jehan,IND,639,3247,146,3393,7338,0.462,1990
3335,15419,Tribal-Area-VI,NA-32,Molvi M. Sharif,IND,413,3247,146,3393,7338,0.462,1990
3336,15420,Tribal-Area-VI,NA-32,M. Din,IND,317,3247,146,3393,7338,0.462,1990
3337,15421,Tribal-Area-VI,NA-32,M. Ibrahim Khan,IND,266,3247,146,3393,7338,0.462,1990
3338,15422,Tribal-Area-VI,NA-32,Malik Mehboob Jan,IND,227,3247,146,3393,7338,0.462,1990
3339,15423,Tribal-Area-VI,NA-32,M. Akbar,IND,152,3247,146,3393,7338,0.462,1990
3340,15424,Tribal-Area-VI,NA-32,Dr. Abdul Hakim,IND,116,3247,146,3393,7338,0.462,1990
3341,15425,Tribal-Area-VI,NA-32,Haji Gulzada,IND,103,3247,146,3393,7338,0.462,1990
3342,15426,Tribal-Area-VI,NA-32,Malik Ali Khan,IND,91,3247,146,3393,7338,0.462,1990
3343,15427,Tribal-Area-VI,NA-32,Alif Muhammad,IND,62,3247,146,3393,7338,0.462,1990
3344,15428,Tribal-Area-VI,NA-32,Malik Khaista Gul,IND,19,3247,146,3393,7338,0.462,1990
3345,15429,Tribal-Area-VII,NA-33,Haji Muhammad Ayyub Afridi,IND,2080,3004,91,3095,4148,0.746,1990
3346,15430,Tribal-Area-VII,NA-33,Malik Nadir Khan,IND,794,3004,91,3095,4148,0.746,1990
3347,15431,Tribal-Area-VII,NA-33,Ali Akbar,IND,48,3004,91,3095,4148,0.746,1990
3348,15432,Tribal-Area-VII,NA-33,Khialae Khan,IND,18,3004,91,3095,4148,0.746,1990
3349,15433,Tribal-Area-VII,NA-33,M. Hashim,IND,13,3004,91,3095,4148,0.746,1990
3350,15434,Tribal-Area-VII,NA-33,Mir Aslam,IND,11,3004,91,3095,4148,0.746,1990
3351,15435,Tribal-Area-VII,NA-33,Haji Zali Khan,IND,8,3004,91,3095,4148,0.746,1990
3352,15436,Tribal-Area-VII,NA-33,Babu Khan,IND,7,3004,91,3095,4148,0.746,1990
3353,15437,Tribal-Area-VII,NA-33,M. Ishaq,IND,7,3004,91,3095,4148,0.746,1990
3354,15438,Tribal-Area-VII,NA-33,M. Akbar,IND,5,3004,91,3095,4148,0.746,1990
3355,15439,Tribal-Area-VII,NA-33,Qamar Din,IND,5,3004,91,3095,4148,0.746,1990
3356,15440,Tribal-Area-VII,NA-33,Haji Shahji Gu,IND,4,3004,91,3095,4148,0.746,1990
3357,15441,Tribal-Area-VII,NA-33,Haji Shah Zamir,IND,2,3004,91,3095,4148,0.746,1990
3358,15442,Tribal-Area-VII,NA-33,Dost Muhammad,IND,1,3004,91,3095,4148,0.746,1990
3359,15443,Tribal-Area-VII,NA-33,Mehmood Khan,IND,1,3004,91,3095,4148,0.746,1990
3360,15444,Tribal-Area-VII,NA-33,Nadir Shah,IND,0,3004,91,3095,4148,0.746,1990
3361,15445,Tribal-Area-VII,NA-33,Haji Hussain Gul,IND,0,3004,91,3095,4148,0.746,1990
